company,lens_id,pub_number,title,abstract,pub_type,status,assignee,jurisdiction,filing_date,filing_year,pub_date,pub_year,cpc_codes,tech_category,inventor_count,family_id,family_size,filing_type,parent_id,relationship,claims_count,inventors
SpaceX,SX-ISL-003,US11770173B2,Beam acquisition and pointing method for inter-satellite optical links,"A continuation of US11502751 directed to the acquisition, pointing, and tracking protocol enabling rapid link establishment between satellites at orbital closing speeds.",granted_patent,granted,Space Exploration Technologies Corp,US,2019-11-12,2019,2023-09-26,2023.0,H04B10/112|G01S17/66|H04B10/118,Satellite / Wireless Comms,3,FAM-SX-ISL-001,5,Continuation,SX-ISL-001,Continuation,22,"Ellis, Rachel; Nguyen, Linh; Park, Jin-Ho"
SpaceX,SX-ISL-004,EP3785382B1,Free-space optical inter-satellite link terminal (EP),"European national phase entry of WO2019209799, covering the optical terminal hardware for inter-satellite mesh networking.",granted_patent,granted,Space Exploration Technologies Corp,EP,2020-10-21,2020,2023-05-17,2023.0,H04B10/112|H04B10/11,Satellite / Wireless Comms,3,FAM-SX-ISL-001,5,EP National Phase,SX-ISL-002,EP National Phase,16,"Ellis, Rachel; Park, Jin-Ho; Bergmann, Felix"
SpaceX,SX-ISL-005,US20230074059A1,Adaptive optics compensation for atmospheric turbulence in near-earth optical links,"A continuation-in-part introducing new matter directed to wavefront sensing and correction techniques for optical links in the lower atmosphere, extending the technology to ground-to-satellite optical communications.",patent_application,pending,Space Exploration Technologies Corp,US,2021-09-08,2021,,,H04B10/112|G02B26/06|H04B10/118,Satellite / Wireless Comms,3,FAM-SX-ISL-001,5,Continuation-in-Part,SX-ISL-001,Continuation-in-Part,26,"Bergmann, Felix; Park, Jin-Ho; Walsh, Emily"
SpaceX,SX-GF-001,US9665136B2,Deployable grid fin for atmospheric reentry aerodynamic control,"A deployable grid fin system for a returning launch vehicle booster, providing aerodynamic stabilization and steering authority during hypersonic and subsonic powered descent to enable precision propulsive landing.",granted_patent,granted,Space Exploration Technologies Corp,US,2014-06-20,2014,2017-05-30,2017.0,B64G1/62|B64C3/54|B64C9/00,Spacecraft / Launch Systems,3,FAM-SX-GF-001,5,Priority Application,,,28,"Koenigsmann, Hans; Bjelde, Brian; Musk, Elon"
SpaceX,SX-GF-002,WO2015200124A1,Deployable grid fin for reusable launch vehicle (PCT),"International PCT application claiming priority to US14/311224, covering the deployable grid fin concept for reusable booster recovery systems globally.",patent_application,pending,Space Exploration Technologies Corp,WO,2015-06-19,2015,,,B64G1/62|B64C3/54,Spacecraft / Launch Systems,2,FAM-SX-GF-001,5,PCT Application,SX-GF-001,PCT,22,"Koenigsmann, Hans; Bjelde, Brian"
SpaceX,SX-GF-003,US10040560B2,Aerodynamic braking trajectory for reusable launch vehicle booster,A continuation of US9665136 directed to method claims for computing and executing an aerodynamic braking trajectory using deployable grid fins during booster descent.,granted_patent,granted,Space Exploration Technologies Corp,US,2016-09-14,2016,2018-08-07,2018.0,B64G1/62|B64G1/24|G05D1/10,Spacecraft / Launch Systems,2,FAM-SX-GF-001,5,Continuation,SX-GF-001,Continuation,20,"Koenigsmann, Hans; Kynard, Branden"
SpaceX,SX-GF-004,EP3160851B1,Deployable grid fin for launch vehicle atmospheric reentry (EP),"European national phase entry of WO2015200124, covering grid fin mechanisms for aerodynamic control of reusable booster vehicles during atmospheric reentry.",granted_patent,granted,Space Exploration Technologies Corp,EP,2016-12-14,2016,2021-04-07,2021.0,B64G1/62|B64C3/54,Spacecraft / Launch Systems,2,FAM-SX-GF-001,5,EP National Phase,SX-GF-002,EP National Phase,15,"Koenigsmann, Hans; Bjelde, Brian"
SpaceX,SX-GF-005,US10654605B2,Electrically actuated grid fin for launch vehicle aerodynamic control,"A continuation-in-part of US9665136 introducing new matter covering electrically actuated grid fin designs that replace hydraulic actuation, reducing system mass and complexity in the Falcon 9 Block 5 booster configuration.",granted_patent,granted,Space Exploration Technologies Corp,US,2018-05-22,2018,2020-05-19,2020.0,B64C3/54|B64G1/62|H02K7/00,Spacecraft / Launch Systems,3,FAM-SX-GF-001,5,Continuation-in-Part,SX-GF-001,Continuation-in-Part,24,"Koenigsmann, Hans; Bjelde, Brian; Chen, Wei"
Blue Origin,BO-VL-001,US8678321B2,Sea and land takeoff and landing capability for vertical takeoff and landing vehicle,"A vertical takeoff and landing vehicle configured for operation from sea-based and land-based platforms, incorporating powered descent guidance and propulsive landing on floating or fixed surfaces. Claims cover reusable booster landing on unimproved or mobile surfaces.",granted_patent,granted,Blue Origin LLC,US,2011-02-15,2011,2014-03-25,2014.0,B64G1/62|B64C29/00|B64G1/26,Spacecraft / Launch Systems,2,FAM-BO-VTOL-001,7,Priority Application,,,26,"Dumbacher, Stephen; Malone, Thomas"
Blue Origin,BO-VL-002,WO2012112309A1,VTOL vehicle sea and land takeoff and landing capability (PCT),"International PCT application claiming priority to US13/027948, directed to the core VTOL landing concept across multiple jurisdictions.",patent_application,pending,Blue Origin LLC,WO,2012-02-14,2012,,,B64G1/62|B64C29/00,Spacecraft / Launch Systems,2,FAM-BO-VTOL-001,7,PCT Application,BO-VL-001,PCT,22,"Dumbacher, Stephen; Malone, Thomas"
Blue Origin,BO-VL-003,EP2675709A1,VTOL vehicle sea and land landing capability (EP),"European national phase entry from WO2012112309, pending examination at the European Patent Office.",patent_application,pending,Blue Origin LLC,EP,2013-09-24,2013,,,B64G1/62|B64C29/00,Spacecraft / Launch Systems,2,FAM-BO-VTOL-001,7,EP National Phase,BO-VL-002,EP National Phase,18,"Dumbacher, Stephen; Malone, Thomas"
Blue Origin,BO-VL-004,CA2827055A1,VTOL vehicle sea and land landing capability (CA),"Canada national phase entry from WO2012112309, pending examination at CIPO.",patent_application,pending,Blue Origin LLC,CA,2013-08-14,2013,,,B64G1/62|B64C29/00,Spacecraft / Launch Systems,2,FAM-BO-VTOL-001,7,CA National Phase,BO-VL-002,CA National Phase,18,"Dumbacher, Stephen; Malone, Thomas"
Blue Origin,BO-VL-005,US9108714B2,Reusable suborbital launch vehicle with sea-based landing capability,"A continuation of US8678321, directed to suborbital vehicles specifically configured for soft landing on sea-based platforms with active stabilization.",granted_patent,granted,Blue Origin LLC,US,2014-03-04,2014,2015-08-18,2015.0,B64G1/62|B64C29/00|B64G5/00,Spacecraft / Launch Systems,3,FAM-BO-VTOL-001,7,Continuation,BO-VL-001,Continuation,20,"Dumbacher, Stephen; Malone, Thomas; Kent, Robert"
Blue Origin,BO-VL-006,IPR2015-01765,SpaceX IPR petition challenging US8678321B2 reusable landing claims,"Inter partes review petition filed by Space Exploration Technologies Corp at the Patent Trial and Appeal Board, asserting that Blue Origin's US8678321 claims were anticipated by prior art. The PTAB denied institution in April 2016, finding SpaceX had not shown a reasonable likelihood of prevailing on the asserted grounds.",patent_application,denied,Blue Origin LLC,USPTO/PTAB,2015-07-17,2015,,,,Spacecraft / Launch Systems,1,FAM-BO-VTOL-001,7,IPR Challenge,BO-VL-001,IPR Challenge,0,Petitioner: Space Exploration Technologies Corp
Blue Origin,BO-VL-007,US9758240B2,Reusable launch vehicle with variable-thrust propulsive landing system,"A continuation of US9108714, adding claims directed to throttle control systems enabling precise velocity management during powered descent for reusable boosters.",granted_patent,granted,Blue Origin LLC,US,2016-01-12,2016,2017-09-12,2017.0,B64G1/62|F02K9/58|B64C29/00,Spacecraft / Launch Systems,2,FAM-BO-VTOL-001,7,Continuation,BO-VL-005,Continuation,17,"Malone, Thomas; Kent, Robert"
Blue Origin,BO-BE4-001,US10378474B2,Full-flow staged combustion cycle rocket engine with oxidizer-rich preburner,"A full-flow staged combustion cycle rocket engine burning liquid oxygen and liquefied natural gas, using an oxidizer-rich preburner to drive high-pressure turbopumps. The BE-4 engine is designed for reuse across multiple flights and serves as the primary propulsion for the New Glenn orbital launch vehicle.",granted_patent,granted,Blue Origin LLC,US,2014-09-10,2014,2019-08-13,2019.0,F02K9/10|F02K9/58|F02K9/00,Rocket Propulsion,3,FAM-BO-BE4-001,5,Priority Application,,,34,"Vilas, Gary; Crocker, Andrew; Guzik, Mark"
Blue Origin,BO-BE4-002,WO2016040126A1,Full-flow staged combustion rocket engine (PCT),"International patent application covering the BE-4 full-flow staged combustion engine architecture, claiming priority to US14/483199.",patent_application,pending,Blue Origin LLC,WO,2015-09-04,2015,,,F02K9/10|F02K9/58,Rocket Propulsion,3,FAM-BO-BE4-001,5,PCT Application,BO-BE4-001,PCT,28,"Vilas, Gary; Crocker, Andrew; Guzik, Mark"
Blue Origin,BO-BE4-003,US10934965B2,Combustion chamber geometry for full-flow staged combustion engine,A continuation of US10378474 directed to claims covering specific combustion chamber geometries that improve mixing efficiency and reduce combustion instability in high chamber-pressure LOX/LNG engines.,granted_patent,granted,Blue Origin LLC,US,2016-10-01,2016,2021-03-02,2021.0,F02K9/10|F02K9/52|F23R3/00,Rocket Propulsion,2,FAM-BO-BE4-001,5,Continuation,BO-BE4-001,Continuation,22,"Vilas, Gary; Eddlemon, Thomas"
Blue Origin,BO-BE4-004,EP3191696B1,Full-flow staged combustion rocket engine (EP),"European national phase entry of WO2016040126, covering the staged combustion cycle engine architecture for high-performance, reusable liquid rocket engines.",granted_patent,granted,Blue Origin LLC,EP,2016-08-12,2016,2022-02-16,2022.0,F02K9/10|F02K9/58,Rocket Propulsion,3,FAM-BO-BE4-001,5,EP National Phase,BO-BE4-002,EP National Phase,18,"Vilas, Gary; Crocker, Andrew; Guzik, Mark"
Blue Origin,BO-BE4-005,US11022071B2,Turbopump assembly for cryogenic staged combustion rocket engine,"A divisional of US10378474 covering the turbopump assembly claims, specifically directed to the high-speed centrifugal pump rotor and bearing systems that enable the high chamber pressure of the BE-4 engine.",granted_patent,granted,Blue Origin LLC,US,2018-08-14,2018,2021-06-01,2021.0,F04D25/00|F02K9/58|F02K9/44,Rocket Propulsion,2,FAM-BO-BE4-001,5,Divisional,BO-BE4-001,Divisional,18,"Crocker, Andrew; Guzik, Mark"
Rocket Lab,RL-TP-001,US10844798B2,Electric motor driven turbopump for bipropellant rocket engine,"A battery-powered electric motor turbopump system for pumping liquid oxygen and kerosene propellants in a small rocket engine. The Rutherford engine eliminates a gas generator cycle preburner, replacing it with a compact BLDC motor and lithium polymer battery system, significantly simplifying engine design.",granted_patent,granted,Rocket Lab USA Inc,US,2015-11-03,2015,2020-11-24,2020.0,F04D25/00|F02K9/44|H02K7/00,Rocket Propulsion,3,FAM-RL-TP-001,5,Priority Application,,,29,"Beck, Peter; Stickland, Lachlan; Withy, Shaun"
Rocket Lab,RL-TP-002,NZ727087,Electric turbopump for rocket engine (NZ priority filing),"New Zealand priority filing establishing the earliest priority date for the electric turbopump technology, granted by the Intellectual Property Office of New Zealand.",granted_patent,granted,Rocket Lab USA Inc,NZ,2014-11-04,2014,2017-08-25,2017.0,F04D25/00|F02K9/44,Rocket Propulsion,2,FAM-RL-TP-001,5,Priority Application,,,20,"Beck, Peter; Stickland, Lachlan"
Rocket Lab,RL-TP-003,WO2016073407A1,Electric turbopump for liquid rocket engine (PCT),"PCT international application claiming priority to NZ727087, covering the electric motor turbopump concept for use in small and medium-class liquid rocket engines.",patent_application,pending,Rocket Lab USA Inc,WO,2015-11-03,2015,,,F04D25/00|F02K9/44|H02K7/00,Rocket Propulsion,3,FAM-RL-TP-001,5,PCT Application,RL-TP-002,PCT,24,"Beck, Peter; Stickland, Lachlan; Withy, Shaun"
Rocket Lab,RL-TP-004,US11306681B2,Pump speed control method for electric turbopump rocket engine,A continuation of US10844798 directed to method claims for controlling pump speed and mixture ratio in flight to manage propellant consumption and engine performance during ascent.,granted_patent,granted,Rocket Lab USA Inc,US,2017-07-25,2017,2022-04-19,2022.0,F04D25/00|F02K9/58|H02P6/00,Rocket Propulsion,2,FAM-RL-TP-001,5,Continuation,RL-TP-001,Continuation,18,"Beck, Peter; Withy, Shaun"
Rocket Lab,RL-TP-005,EP3215730B1,Electric motor driven turbopump for bipropellant rocket engine (EP),"European national phase entry of WO2016073407, covering the electric turbopump architecture for liquid rocket engines. Granted after examination at the EPO.",granted_patent,granted,Rocket Lab USA Inc,EP,2016-04-29,2016,2021-07-14,2021.0,F04D25/00|F02K9/44|H02K7/00,Rocket Propulsion,3,FAM-RL-TP-001,5,EP National Phase,RL-TP-003,EP National Phase,16,"Beck, Peter; Stickland, Lachlan; Withy, Shaun"
